kode,uraian,fungsi_operasional,uraian_enriched,ai_search_context
500.11.9.1,sistem informasi dan komunikasi lalu lintas dan angkutan jalan,500.11,Sistem informasi dan komunikasi lalu lintas dan angkutan jalan,Kode 500.11.9.1 (500.11): Sistem informasi dan komunikasi lalu lintas dan angkutan jalan
500.11.9.2,tarif angkutan barang,500.11,Tarif angkutan barang,Kode 500.11.9.2 (500.11): Tarif angkutan barang
500.11.9.3,izin operasi angkutan barang tertentu,500.11,Izin operasi angkutan barang tertentu,Kode 500.11.9.3 (500.11): Izin operasi angkutan barang tertentu
500.11.9.4,pembinaan angkutan barang,500.11,Pembinaan angkutan barang,Kode 500.11.9.4 (500.11): Pembinaan angkutan barang
500.11.9.5,izin dispensasi angkutan jalan,500.11,Izin dispensasi angkutan jalan,Kode 500.11.9.5 (500.11): Izin dispensasi angkutan jalan
500.11.10,monitoring operasional,500.11,Monitoring operasional,Kode 500.11.10 (500.11): Monitoring operasional
500.11.10.1,pengendalian operasional lalu lintas dan angkutan jalan,500.11,Pengendalian operasional lalu lintas dan angkutan jalan,Kode 500.11.10.1 (500.11): Pengendalian operasional lalu lintas dan angkutan jalan
500.11.10.2,pengawasan penertiban dan pemberian sanksi administratif terhadap pelanggaran operasional kendaraan angkutan umum yang menjadi kewenangan,500.11,Pengawasan penertiban dan pemberian sanksi administratif terhadap pelanggaran operasional kendaraan angkutan umum yang menjadi kewenangan,Kode 500.11.10.2 (500.11): Pengawasan penertiban dan pemberian sanksi administratif terhadap pelanggaran operasional kendaraan angkutan umum yang menjadi kewenangan
500.11.10.3,berkas pelanggaran perda,500.11,Berkas pelanggaran perda,Kode 500.11.10.3 (500.11): Berkas pelanggaran perda
500.11.11,bimbingan teknis penyidik pegawai negeri sipil,500.11,Bimbingan teknis penyidik pegawai negeri sipil,Kode 500.11.11 (500.11): Bimbingan teknis penyidik pegawai negeri sipil
500.11.11.1,pedoman teknis,500.11,Pedoman teknis,Kode 500.11.11.1 (500.11): Pedoman teknis
500.11.11.2,penyidikan pelanggaran lalu lintas dan angkutan jalan oleh penyidik pegawai negeri sipil ppns,500.11,Penyidikan pelanggaran lalu lintas dan angkutan jalan oleh penyidik pegawai negeri sipil ppegawai negeri sipil (pns/asn),Kode 500.11.11.2 (500.11): Penyidikan pelanggaran lalu lintas dan angkutan jalan oleh penyidik pegawai negeri sipil ppegawai negeri sipil (pns/asn)
500.11.11.3,bimtek ppns,500.11,Bimtek ppegawai negeri sipil (pns/asn),Kode 500.11.11.3 (500.11): Bimtek ppegawai negeri sipil (pns/asn)
500.11.11.4,pengusulan pengangkatan dan pemberhentian penyidik pegawai negeri sipil ppns,500.11,Pengusulan pengangkatan dan pemberhentian penyidik pegawai negeri sipil ppegawai negeri sipil (pns/asn),Kode 500.11.11.4 (500.11): Pengusulan pengangkatan dan pemberhentian penyidik pegawai negeri sipil ppegawai negeri sipil (pns/asn)
500.11.12,analisa dan evaluasi jaringan jaringan transportasi sungai danau dan penyeberangan,500.11,Analisa dan evaluasi jaringan jaringan transportasi sungai danau dan penyeberangan,Kode 500.11.12 (500.11): Analisa dan evaluasi jaringan jaringan transportasi sungai danau dan penyeberangan
500.11.12.1,pendataan jaringan transportasi sungai danau dan penyebrangan,500.11,Pendataan jaringan transportasi sungai danau dan penyebrangan,Kode 500.11.12.1 (500.11): Pendataan jaringan transportasi sungai danau dan penyebrangan
500.11.12.2,anÃ¡lisis serta informasi jaringan transportasi sungai danau dan penyeberangan,500.11,Anã¡lisis serta informasi jaringan transportasi sungai danau dan penyeberangan,Kode 500.11.12.2 (500.11): Anã¡lisis serta informasi jaringan transportasi sungai danau dan penyeberangan
500.11.13,pengembangan jaringan jaringan transportasi sungai danau dan penyeberangan,500.11,Pengembangan jaringan jaringan transportasi sungai danau dan penyeberangan,Kode 500.11.13 (500.11): Pengembangan jaringan jaringan transportasi sungai danau dan penyeberangan
500.11.13.1,pengembangan dan penetapan jaringan transportasi sungai danau dan penyeberangan peta jaringan blueprint jaringan,500.11,Pengembangan dan penetapan jaringan transportasi sungai danau dan penyeberangan peta jaringan blueprint jaringan,Kode 500.11.13.1 (500.11): Pengembangan dan penetapan jaringan transportasi sungai danau dan penyeberangan peta jaringan blueprint jaringan
500.11.13.2,pengembangan sistem informasi manajemen sim lalu lintas dan angkutan sungai danau dan penyeberangan,500.11,Pengembangan sistem informasi manajemen sim lalu lintas dan angkutan sungai danau dan penyeberangan,Kode 500.11.13.2 (500.11): Pengembangan sistem informasi manajemen sim lalu lintas dan angkutan sungai danau dan penyeberangan
500.11.14,rancang bangun sarana angkutan sungai danau dan penyeberangan,500.11,Rancang bangun sarana angkutan sungai danau dan penyeberangan,Kode 500.11.14 (500.11): Rancang bangun sarana angkutan sungai danau dan penyeberangan
500.11.15,bimbingan perawatan sarana angkutan sungai danau dan penyeberangan,500.11,Bimbingan perawatan sarana angkutan sungai danau dan penyeberangan,Kode 500.11.15 (500.11): Bimbingan perawatan sarana angkutan sungai danau dan penyeberangan
500.11.15.1,perawatan dan pemeliharaan sarana sungai danau dan penyeberangan,500.11,Perawatan dan pemeliharaan sarana sungai danau dan penyeberangan,Kode 500.11.15.1 (500.11): Perawatan dan pemeliharaan sarana sungai danau dan penyeberangan
500.11.15.2,pengawakan dan registrasi sarana angkutan sungai dan danau danau dan penyeberangan,500.11,Pengawakan dan registrasi sarana angkutan sungai dan danau danau dan penyeberangan,Kode 500.11.15.2 (500.11): Pengawakan dan registrasi sarana angkutan sungai dan danau danau dan penyeberangan
500.11.16,rancang bangun pelabuhan sungai danau,500.11,Rancang bangun pelabuhan sungai danau,Kode 500.11.16 (500.11): Rancang bangun pelabuhan sungai danau
500.11.16.1,perencanaan dan pembangunan pelabuhan sungai danau dan penyeberangan,500.11,Perencanaan dan pembangunan pelabuhan sungai danau dan penyeberangan,Kode 500.11.16.1 (500.11): Perencanaan dan pembangunan pelabuhan sungai danau dan penyeberangan
500.11.16.2,pemberian sertifikasi pelabuhan penyeberangan,500.11,Pemberian sertifikasi pelabuhan penyeberangan,Kode 500.11.16.2 (500.11): Pemberian sertifikasi pelabuhan penyeberangan
500.11.16.3,rekomendasi penetapan lokasi pelabuhan penyeberangan di lintas nacional dan internasional,500.11,Rekomendasi penetapan lokasi pelabuhan penyeberangan di lintas nacional dan internasional,Kode 500.11.16.3 (500.11): Rekomendasi penetapan lokasi pelabuhan penyeberangan di lintas nacional dan internasional
500.11.16.4,penyelenggaraan pemeliharaan perawatan dan perbaikan pelabuhan sungai danau dan penyeberangan,500.11,Penyelenggaraan pemeliharaan perawatan dan perbaikan pelabuhan sungai danau dan penyeberangan,Kode 500.11.16.4 (500.11): Penyelenggaraan pemeliharaan perawatan dan perbaikan pelabuhan sungai danau dan penyeberangan
500.11.17,kualifikasi teknis petugas pelabuhan sungai danau dan penyeberangan,500.11,Kualifikasi teknis petugas pelabuhan sungai danau dan penyeberangan,Kode 500.11.17 (500.11): Kualifikasi teknis petugas pelabuhan sungai danau dan penyeberangan
500.11.18,manajemen lalu lintas sungai danau dan penyeberangan,500.11,Manajemen lalu lintas sungai danau dan penyeberangan,Kode 500.11.18 (500.11): Manajemen lalu lintas sungai danau dan penyeberangan
500.11.18.1,manajemen lalu lintas,500.11,Manajemen lalu lintas,Kode 500.11.18.1 (500.11): Manajemen lalu lintas
500.11.18.3,penyidik pegawai negeri sipil bidang lalu lintas dan angkutan sungai  danau,500.11,Penyidik pegawai negeri sipil bidang lalu lintas dan angkutan sungai  danau,Kode 500.11.18.3 (500.11): Penyidik pegawai negeri sipil bidang lalu lintas dan angkutan sungai  danau
500.11.18.4,sertifikasi inspektur sungai dan danau dan pejabat pemberangkatan angkutan sungai dan danau,500.11,Sertifikasi inspektur sungai dan danau dan pejabat pemberangkatan angkutan sungai dan danau,Kode 500.11.18.4 (500.11): Sertifikasi inspektur sungai dan danau dan pejabat pemberangkatan angkutan sungai dan danau
500.11.19,alur dan perambuan lalu lintas sungai danau dan penyeberangan,500.11,Alur dan perambuan lalu lintas sungai danau dan penyeberangan,Kode 500.11.19 (500.11): Alur dan perambuan lalu lintas sungai danau dan penyeberangan
500.11.19.1,pengerukan alur pelayaran sungai danau dan kolam pelabuhan penyeberangan,500.11,Pengerukan alur pelayaran sungai danau dan kolam pelabuhan penyeberangan,Kode 500.11.19.1 (500.11): Pengerukan alur pelayaran sungai danau dan kolam pelabuhan penyeberangan
500.11.19.2,penetapan kelas alur dan peta alur pelayaran sungai dan danau,500.11,Penetapan kelas alur dan peta alur pelayaran sungai dan danau,Kode 500.11.19.2 (500.11): Penetapan kelas alur dan peta alur pelayaran sungai dan danau
500.11.19.3,perambuan sungai danau dan penyeberangan,500.11,Perambuan sungai danau dan penyeberangan,Kode 500.11.19.3 (500.11): Perambuan sungai danau dan penyeberangan
500.11.20,bimbingan usaha angkutan sungai danau dan penyeberangan,500.11,Bimbingan usaha angkutan sungai danau dan penyeberangan,Kode 500.11.20 (500.11): Bimbingan usaha angkutan sungai danau dan penyeberangan
500.11.20.1,penyelenggaraan angkutan sungai danau dan penyeberangan,500.11,Penyelenggaraan angkutan sungai danau dan penyeberangan,Kode 500.11.20.1 (500.11): Penyelenggaraan angkutan sungai danau dan penyeberangan
500.11.20.2,persetujuan operasi kapal penyeberangan di lintas nasional dan internasional,500.11,Persetujuan operasi kapal penyeberangan di lintas nasional dan internasional,Kode 500.11.20.2 (500.11): Persetujuan operasi kapal penyeberangan di lintas nasional dan internasional
500.11.21,tarif dan keperintisan,500.11,Tarif dan keperintisan,Kode 500.11.21 (500.11): Tarif dan keperintisan
500.11.21.1,perhitungan tarif pemantauan tarif angkutan dan jasa pelabuhan sungai danau dan penyeberangan,500.11,Perhitungan tarif pemantauan tarif angkutan dan jasa pelabuhan sungai danau dan penyeberangan,Kode 500.11.21.1 (500.11): Perhitungan tarif pemantauan tarif angkutan dan jasa pelabuhan sungai danau dan penyeberangan
500.11.21.2,kriteria dan pelaksanaan pelayanan ke perintisan,500.11,Kriteria dan pelaksanaan pelayanan ke perintisan,Kode 500.11.21.2 (500.11): Kriteria dan pelaksanaan pelayanan ke perintisan
500.11.22,bina sistem transportasi perkotaan,500.11,Bina sistem transportasi perkotaan,Kode 500.11.22 (500.11): Bina sistem transportasi perkotaan
500.11.22.1,jaringan transportasi perkotaan,500.11,Jaringan transportasi perkotaan,Kode 500.11.22.1 (500.11): Jaringan transportasi perkotaan
500.11.22.2,transportasi perkotaan yang berbasis jalan jalan rel dan perairan daratan,500.11,Transportasi perkotaan yang berbasis jalan jalan rel dan perairan daratan,Kode 500.11.22.2 (500.11): Transportasi perkotaan yang berbasis jalan jalan rel dan perairan daratan
500.11.22.3,transportasi perkotaan untuk kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,500.11,Transportasi perkotaan untuk kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,Kode 500.11.22.3 (500.11): Transportasi perkotaan untuk kawasan perkotaan yang melebihi satu wilayah administrasi provinsi
500.11.23,lalu lintas perkotaan,500.11,Lalu lintas perkotaan,Kode 500.11.23 (500.11): Lalu lintas perkotaan
500.11.23.1,manajemen dan rekayasa lalu lintas perkotaan,500.11,Manajemen dan rekayasa lalu lintas perkotaan,Kode 500.11.23.1 (500.11): Manajemen dan rekayasa lalu lintas perkotaan
500.11.23.2,manajemen dan rekayasa lalu lintas perkotaan di jalan nasional dalam kawasan perkotaan,500.11,Manajemen dan rekayasa lalu lintas perkotaan di jalan nasional dalam kawasan perkotaan,Kode 500.11.23.2 (500.11): Manajemen dan rekayasa lalu lintas perkotaan di jalan nasional dalam kawasan perkotaan
500.11.23.3,penanganan lalu lintas perkotaan berbasis teknologi di wilayah,500.11,Penanganan lalu lintas perkotaan berbasis teknologi di wilayah,Kode 500.11.23.3 (500.11): Penanganan lalu lintas perkotaan berbasis teknologi di wilayah
500.11.24,angkutan perkotaan,500.11,Angkutan perkotaan,Kode 500.11.24 (500.11): Angkutan perkotaan
500.11.24.1,penyelenggaraan angkutan perkotaan dalam trayek,500.11,Penyelenggaraan angkutan perkotaan dalam trayek,Kode 500.11.24.1 (500.11): Penyelenggaraan angkutan perkotaan dalam trayek
500.11.24.2,jaringan trayek perkotaan,500.11,Jaringan trayek perkotaan,Kode 500.11.24.2 (500.11): Jaringan trayek perkotaan
500.11.24.3,penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,500.11,Penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,Kode 500.11.24.3 (500.11): Penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi
500.11.25,pengaduan moda transportasi perkotaan,500.11,Pengaduan moda transportasi perkotaan,Kode 500.11.25 (500.11): Pengaduan moda transportasi perkotaan
500.11.25.1,penyelenggaraan angkutan perkotaan tidak dalam trayek untuk angkutan penumpang dan atau barang,500.11,Penyelenggaraan angkutan perkotaan tidak dalam trayek untuk angkutan penumpang dan atau barang,Kode 500.11.25.1 (500.11): Penyelenggaraan angkutan perkotaan tidak dalam trayek untuk angkutan penumpang dan atau barang
500.11.25.2,pengaduan moda transportasi perkotaan yang menghubungkan antar simpul bandara pelabuhan stasiun dan terminal di kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,500.11,Pengaduan moda transportasi perkotaan yang menghubungkan antar simpul bandara pelabuhan stasiun dan terminal di kawasan perkotaan yang melebihi satu wilayah administrasi provinsi,Kode 500.11.25.2 (500.11): Pengaduan moda transportasi perkotaan yang menghubungkan antar simpul bandara pelabuhan stasiun dan terminal di kawasan perkotaan yang melebihi satu wilayah administrasi provinsi
500.11.25.3,penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan tidak dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,500.11,Penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan tidak dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi,Kode 500.11.25.3 (500.11): Penentuan dan pemenuhan alokasi kebutuhan angkutan perkotaan tidak dalam trayek yang wilayah pelayanannya melebihi satu wilayah administrasi provinsi
500.11.26,dampak transportasi perkotaan,500.11,Dampak transportasi perkotaan,Kode 500.11.26 (500.11): Dampak transportasi perkotaan
500.11.26.1,penyelenggaraan transportasi perkotaan berwawasan lingkungan,500.11,Penyelenggaraan transportasi perkotaan berwawasan lingkungan,Kode 500.11.26.1 (500.11): Penyelenggaraan transportasi perkotaan berwawasan lingkungan
500.11.26.2,penanganan dampak transportasi di kawasan perkotaan,500.11,Penanganan dampak transportasi di kawasan perkotaan,Kode 500.11.26.2 (500.11): Penanganan dampak transportasi di kawasan perkotaan
500.11.26.3,masterplan pengembangan teknologi transportasi ramah lingkungan,500.11,Masterplan pengembangan teknologi transportasi ramah lingkungan,Kode 500.11.26.3 (500.11): Masterplan pengembangan teknologi transportasi ramah lingkungan
500.11.26.4,pelaksanaan analisis dampak lalu lintas dijalan nasional dalam kawasan kota,500.11,Pelaksanaan analisis dampak lalu lintas dijalan nasional dalam kawasan kota,Kode 500.11.26.4 (500.11): Pelaksanaan analisis dampak lalu lintas dijalan nasional dalam kawasan kota
500.11.26.5,rekomendasi hasil analisis dampak lalu lintas di jalan nacional dalam kawasan perkotaan,500.11,Rekomendasi hasil analisis dampak lalu lintas di jalan nacional dalam kawasan perkotaan,Kode 500.11.26.5 (500.11): Rekomendasi hasil analisis dampak lalu lintas di jalan nacional dalam kawasan perkotaan
500.11.26.6,masterplan transportasi perkotaan,500.11,Masterplan transportasi perkotaan,Kode 500.11.26.6 (500.11): Masterplan transportasi perkotaan
500.11.27,monitoring dan evaluasi manajemen keselamatan,500.11,Monitoring dan evaluasi manajemen keselamatan,Kode 500.11.27 (500.11): Monitoring dan evaluasi manajemen keselamatan
500.11.27.1,monitoring dan evaluasi data kecelakaan,500.11,Monitoring dan evaluasi data kecelakaan,Kode 500.11.27.1 (500.11): Monitoring dan evaluasi data kecelakaan
500.11.27.2,kualifikasi unit  pengkajian,500.11,Kualifikasi unit  pengkajian,Kode 500.11.27.2 (500.11): Kualifikasi unit  pengkajian
500.11.27.3,pengembangan sistema informasi manajemen keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,500.11,Pengembangan sistema informasi manajemen keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,Kode 500.11.27.3 (500.11): Pengembangan sistema informasi manajemen keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan
500.11.28,pengembangan keselamatan,500.11,Pengembangan keselamatan,Kode 500.11.28 (500.11): Pengembangan keselamatan
500.11.28.1,program keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,500.11,Program keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan,Kode 500.11.28.1 (500.11): Program keselamatan lalu lintas dan angkutan jalan sungai danau dan penyeberangan
500.11.28.2,harmonisasi kebijakan,500.11,Harmonisasi kebijakan,Kode 500.11.28.2 (500.11): Harmonisasi kebijakan
500.11.29,promosi dan kemitraan keselamatan,500.11,Promosi dan kemitraan keselamatan,Kode 500.11.29 (500.11): Promosi dan kemitraan keselamatan
